freq,unit,iccs,geo\TIME_PERIOD	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,P_HTHAB,ICCS0101,RO224	: 	: 	: 	: 	: 	: 	: 	4.38 	3.27 	2.72 	2.74 	1.59 	0.80 	0.20 
A,P_HTHAB,ICCS0101,RO225	: 	: 	: 	: 	: 	: 	: 	2.91 	2.46 	1.00 	1.01 	0.00 	0.00 	0.00 
A,P_HTHAB,ICCS0101,RO226	: 	: 	: 	: 	: 	: 	: 	1.80 	0.60 	2.44 	1.54 	0.94 	1.89 	0.32 
A,P_HTHAB,ICCS0101,RO3	: 	: 	: 	: 	: 	: 	: 	1.10 	0.94 	0.89 	0.99 	1.18 	1.01 	1.00 
A,P_HTHAB,ICCS0101,RO31	: 	: 	: 	: 	: 	: 	: 	1.18 	1.02 	0.90 	0.61 	0.82 	0.72 	0.94 
A,P_HTHAB,ICCS0101,RO311	: 	: 	: 	: 	: 	: 	: 	0.83 	1.34 	0.85 	0.68 	1.21 	0.52 	1.94 
A,P_HTHAB,ICCS0101,RO312	: 	: 	: 	: 	: 	: 	: 	0.67 	0.34 	1.02 	0.35 	0.00 	0.00 	0.36 
A,P_HTHAB,ICCS0101,RO313	: 	: 	: 	: 	: 	: 	: 	1.96 	1.19 	1.00 	0.00 	0.41 	0.00 	0.00 
A,P_HTHAB,ICCS0101,RO314	: 	: 	: 	: 	: 	: 	: 	1.81 	0.00 	2.19 	0.37 	0.00 	0.00 	0.00 
A,P_HTHAB,ICCS0101,RO315	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	3.09 	1.56 	4.32 	2.78 
A,P_HTHAB,ICCS0101,RO316	: 	: 	: 	: 	: 	: 	: 	1.34 	1.49 	0.55 	0.28 	0.70 	0.42 	0.85 
A,P_HTHAB,ICCS0101,RO317	: 	: 	: 	: 	: 	: 	: 	1.11 	1.41 	1.14 	0.59 	1.80 	1.22 	0.62 
A,P_HTHAB,ICCS0101,RO32	: 	: 	: 	: 	: 	: 	: 	1.01 	0.83 	0.87 	1.48 	1.64 	1.38 	1.07 
A,P_HTHAB,ICCS0101,RO321	: 	: 	: 	: 	: 	: 	: 	1.03 	0.98 	0.82 	1.59 	1.69 	1.25 	1.10 
A,P_HTHAB,ICCS0101,RO322	: 	: 	: 	: 	: 	: 	: 	0.93 	0.23 	1.09 	1.06 	1.44 	1.85 	0.99 
A,P_HTHAB,ICCS0101,RO4	: 	: 	: 	: 	: 	: 	: 	1.93 	1.34 	1.22 	1.39 	1.19 	1.82 	1.04 
A,P_HTHAB,ICCS0101,RO41	: 	: 	: 	: 	: 	: 	: 	2.58 	1.50 	1.67 	1.85 	1.61 	2.30 	1.11 
A,P_HTHAB,ICCS0101,RO411	: 	: 	: 	: 	: 	: 	: 	2.32 	1.72 	1.42 	1.58 	0.96 	2.57 	0.81 
A,P_HTHAB,ICCS0101,RO412	: 	: 	: 	: 	: 	: 	: 	1.51 	0.61 	0.93 	0.63 	0.95 	0.32 	0.65 
A,P_HTHAB,ICCS0101,RO413	: 	: 	: 	: 	: 	: 	: 	0.39 	0.79 	0.80 	1.22 	1.66 	1.67 	1.69 
A,P_HTHAB,ICCS0101,RO414	: 	: 	: 	: 	: 	: 	: 	3.35 	1.21 	2.70 	2.25 	1.01 	2.05 	0.52 
A,P_HTHAB,ICCS0101,RO415	: 	: 	: 	: 	: 	: 	: 	4.68 	2.78 	2.24 	3.40 	4.00 	4.31 	2.31 
A,P_HTHAB,ICCS0101,RO42	: 	: 	: 	: 	: 	: 	: 	1.21 	1.17 	0.73 	0.90 	0.73 	1.30 	0.97 
A,P_HTHAB,ICCS0101,RO421	: 	: 	: 	: 	: 	: 	: 	1.64 	0.71 	0.00 	1.67 	0.72 	1.68 	1.94 
A,P_HTHAB,ICCS0101,RO422	: 	: 	: 	: 	: 	: 	: 	2.80 	3.54 	0.72 	1.09 	0.74 	2.23 	0.75 
A,P_HTHAB,ICCS0101,RO423	: 	: 	: 	: 	: 	: 	: 	0.50 	1.50 	1.53 	0.26 	0.00 	0.53 	0.27 
A,P_HTHAB,ICCS0101,RO424	: 	: 	: 	: 	: 	: 	: 	0.72 	0.29 	0.72 	0.71 	1.13 	1.13 	0.85 
A,P_HTHAB,ICCS0101,RS	1.78 	2.00 	1.63 	1.60 	1.45 	1.82 	1.60 	1.34 	1.50 	1.12 	1.49 	1.15 	1.10 	1.06 
A,P_HTHAB,ICCS0101,RS1	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.04 	1.66 	1.24 	1.19 	1.08 
A,P_HTHAB,ICCS0101,RS11	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.89 	2.07 	1.12 	1.36 	1.18 
A,P_HTHAB,ICCS0101,RS110	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.89 	2.07 	1.12 	1.36 	1.18 
A,P_HTHAB,ICCS0101,RS12	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.17 	1.29 	1.35 	1.03 	0.98 
A,P_HTHAB,ICCS0101,RS121	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.83 	1.72 	1.16 	3.53 	0.60 
A,P_HTHAB,ICCS0101,RS122	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.42 	0.71 	0.36 	0.36 	1.09 
A,P_HTHAB,ICCS0101,RS123	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.46 	1.62 	1.29 	1.13 	0.97 
A,P_HTHAB,ICCS0101,RS124	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.72 	0.00 	2.94 	0.74 	0.75 
A,P_HTHAB,ICCS0101,RS125	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.55 	1.11 	0.56 	0.00 	0.00 
A,P_HTHAB,ICCS0101,RS126	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	1.13 	1.72 	1.16 	2.34 
A,P_HTHAB,ICCS0101,RS127	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.66 	1.67 	2.01 	0.68 	1.02 
A,P_HTHAB,ICCS0101,RS2	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.21 	1.31 	1.05 	1.00 	1.05 
A,P_HTHAB,ICCS0101,RS21	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.97 	1.29 	1.04 	1.05 	0.90 
A,P_HTHAB,ICCS0101,RS211	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	1.48 	0.37 	0.00 	0.38 
A,P_HTHAB,ICCS0101,RS212	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.60 	0.61 	0.61 	1.24 	1.25 
A,P_HTHAB,ICCS0101,RS213	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.05 	1.78 	2.15 	1.09 	0.73 
A,P_HTHAB,ICCS0101,RS214	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.99 	0.00 	0.00 	0.00 	0.00 
A,P_HTHAB,ICCS0101,RS215	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.46 	1.49 	1.01 	3.06 	0.00 
A,P_HTHAB,ICCS0101,RS216	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.44 	3.55 	0.90 	1.36 	0.92 
A,P_HTHAB,ICCS0101,RS217	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.28 	0.65 	2.30 	0.66 	1.98 
A,P_HTHAB,ICCS0101,RS218	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.70 	0.35 	1.43 	1.44 
A,P_HTHAB,ICCS0101,RS22	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.50 	1.32 	1.07 	0.94 	1.23 
A,P_HTHAB,ICCS0101,RS221	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.73 	3.51 	2.68 	0.91 	1.85 
A,P_HTHAB,ICCS0101,RS222	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.17 	3.55 	2.40 	0.00 	2.47 
A,P_HTHAB,ICCS0101,RS223	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.81 	0.00 	0.94 	1.90 	0.97 
A,P_HTHAB,ICCS0101,RS224	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.98 	1.98 	0.50 	1.01 	1.54 
A,P_HTHAB,ICCS0101,RS225	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.92 	0.28 	0.83 	1.11 	0.28 
A,P_HTHAB,ICCS0101,RS226	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	1.17 	1.19 	0.00 	2.44 
A,P_HTHAB,ICCS0101,RS227	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.53 	1.06 	1.61 	0.54 	1.10 
A,P_HTHAB,ICCS0101,RS228	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.51 	1.01 	0.00 	1.53 	1.54 
A,P_HTHAB,ICCS0101,RS229	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.33 	0.00 	0.00 	1.21 	0.00 
A,P_HTHAB,ICCS0101,SI	0.50 	0.64 	0.49 	0.78 	: 	0.58 	0.82 	0.92 	: 	0.87 	0.44 	0.67 	0.52 	0.43 
A,P_HTHAB,ICCS0101,SI0	0.50 	0.64 	0.49 	0.78 	: 	0.58 	0.82 	0.92 	: 	0.87 	0.44 	0.67 	0.52 	0.43 
A,P_HTHAB,ICCS0101,SI03	0.64 	0.73 	0.64 	0.73 	: 	0.91 	0.91 	0.73 	: 	0.82 	0.37 	0.73 	0.55 	0.27 
A,P_HTHAB,ICCS0101,SI031	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 
A,P_HTHAB,ICCS0101,SI032	0.62 	1.86 	1.55 	0.00 	: 	1.86 	0.93 	0.31 	: 	2.17 	0.62 	0.31 	0.92 	0.30 
A,P_HTHAB,ICCS0101,SI033	0.00 	0.00 	0.00 	0.00 	: 	0.00 	2.80 	1.40 	: 	0.00 	0.00 	0.00 	0.00 	0.00 
A,P_HTHAB,ICCS0101,SI034	0.80 	0.00 	0.00 	0.79 	: 	0.79 	0.39 	0.79 	: 	0.39 	0.00 	1.95 	0.39 	0.39 
A,P_HTHAB,ICCS0101,SI035	3.38 	0.00 	0.00 	3.38 	: 	3.42 	3.45 	0.00 	: 	0.00 	1.75 	0.00 	0.00 	0.00 
A,P_HTHAB,ICCS0101,SI036	0.00 	2.64 	1.31 	3.94 	: 	0.00 	1.32 	0.00 	: 	0.00 	0.00 	1.32 	0.00 	1.32 
A,P_HTHAB,ICCS0101,SI037	0.72 	0.00 	0.70 	0.70 	: 	0.00 	0.70 	2.11 	: 	0.70 	0.70 	0.00 	1.38 	0.00 
A,P_HTHAB,ICCS0101,SI038	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	1.90 	: 	0.00 	0.00 	1.90 	0.00 	0.00 
A,P_HTHAB,ICCS0101,SI04	0.33 	0.53 	0.32 	0.84 	: 	0.21 	0.72 	1.13 	: 	0.92 	0.51 	0.61 	0.50 	0.60 
A,P_HTHAB,ICCS0101,SI041	0.60 	0.20 	0.58 	1.16 	: 	0.00 	0.94 	1.68 	: 	0.93 	0.55 	0.36 	0.72 	0.54 
A,P_HTHAB,ICCS0101,SI042	0.00 	0.50 	0.00 	0.49 	: 	0.00 	0.49 	0.98 	: 	0.00 	0.00 	0.98 	0.00 	0.47 
A,P_HTHAB,ICCS0101,SI043	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.84 	0.00 	: 	0.00 	0.85 	0.85 	0.85 	0.84 
A,P_HTHAB,ICCS0101,SI044	0.00 	2.76 	0.00 	0.90 	: 	1.79 	0.00 	0.00 	: 	3.52 	0.88 	0.87 	0.00 	0.84 
A,P_HTHAB,ICCS0101,SIZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 
A,P_HTHAB,ICCS0101,SIZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 
A,P_HTHAB,ICCS0101,SIZZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 
A,P_HTHAB,ICCS0101,SK	1.75 	1.56 	1.61 	1.78 	1.39 	1.44 	1.33 	0.89 	1.09 	1.45 	1.23 	1.39 	1.15 	1.01 
A,P_HTHAB,ICCS0101,SK0	1.75 	1.56 	1.61 	1.78 	1.39 	1.44 	1.33 	0.89 	1.09 	1.45 	1.23 	1.39 	1.15 	1.01 
A,P_HTHAB,ICCS0101,SK01	2.19 	2.35 	2.17 	2.83 	2.64 	1.96 	2.75 	2.40 	1.42 	2.34 	2.77 	2.58 	0.90 	1.77 
A,P_HTHAB,ICCS0101,SK010	2.19 	2.35 	2.17 	2.83 	2.64 	1.96 	2.75 	2.40 	1.42 	2.34 	2.77 	2.58 	0.90 	1.77 
A,P_HTHAB,ICCS0101,SK02	1.95 	1.25 	2.12 	2.12 	1.41 	1.36 	1.14 	0.93 	1.15 	1.80 	1.42 	1.59 	1.15 	1.10 
A,P_HTHAB,ICCS0101,SK021	1.45 	0.90 	1.63 	1.80 	2.52 	1.44 	0.90 	0.89 	1.79 	4.28 	2.85 	1.95 	1.24 	1.95 
A,P_HTHAB,ICCS0101,SK022	1.67 	1.01 	1.85 	0.67 	0.34 	0.84 	1.18 	0.85 	1.02 	0.34 	0.85 	1.71 	1.37 	0.51 
A,P_HTHAB,ICCS0101,SK023	2.58 	1.73 	2.74 	3.62 	1.45 	1.74 	1.31 	1.02 	0.73 	1.03 	0.74 	1.18 	0.89 	0.89 
A,P_HTHAB,ICCS0101,SK03	1.18 	1.70 	1.18 	1.56 	1.11 	1.33 	1.56 	0.37 	0.97 	1.19 	0.97 	1.19 	1.35 	0.75 
A,P_HTHAB,ICCS0101,SK031	1.02 	1.60 	1.16 	1.45 	1.02 	1.01 	1.30 	0.43 	1.01 	1.16 	1.01 	1.30 	1.30 	1.16 
A,P_HTHAB,ICCS0101,SK032	1.36 	1.82 	1.21 	1.66 	1.21 	1.67 	1.83 	0.31 	0.92 	1.23 	0.92 	1.08 	1.39 	0.31 
A,P_HTHAB,ICCS0101,SK04	1.83 	1.51 	1.19 	1.18 	1.12 	1.43 	0.81 	0.68 	0.99 	0.93 	0.62 	0.86 	1.11 	0.80 
A,P_HTHAB,ICCS0101,SK041	1.12 	1.24 	0.99 	0.86 	0.86 	0.86 	0.73 	0.73 	0.73 	0.97 	0.24 	0.61 	0.24 	0.36 
A,P_HTHAB,ICCS0101,SK042	2.56 	1.78 	1.40 	1.52 	1.39 	2.02 	0.88 	0.63 	1.26 	0.88 	1.00 	1.12 	2.00 	1.25 
A,P_HTHAB,ICCS0101,TR	3.18 	2.90 	2.66 	2.49 	2.62 	2.50 	2.61 	2.67 	2.94 	2.89 	2.43 	2.24 	2.35 	2.35 
A,P_HTHAB,ICCS0101,TR1	2.48 	2.33 	2.23 	1.85 	1.83 	2.16 	2.65 	2.71 	2.51 	2.89 	2.18 	1.86 	1.91 	1.96 
A,P_HTHAB,ICCS0101,TR10	2.48 	2.33 	2.23 	1.85 	1.83 	2.16 	2.65 	2.71 	2.51 	2.89 	2.18 	1.86 	1.91 	1.96 
A,P_HTHAB,ICCS0101,TR100	2.48 	2.33 	2.23 	1.85 	1.83 	2.16 	2.65 	2.71 	2.51 	2.89 	2.18 	1.86 	1.91 	1.96 
A,P_HTHAB,ICCS0101,TR2	2.98 	2.64 	2.91 	2.78 	2.87 	2.22 	2.81 	2.51 	2.63 	2.41 	3.23 	2.80 	2.72 	2.89 
A,P_HTHAB,ICCS0101,TR21	1.78 	2.40 	2.12 	2.76 	2.87 	1.88 	3.22 	2.85 	2.55 	1.97 	2.83 	2.61 	2.57 	2.59 
A,P_HTHAB,ICCS0101,TR211	2.47 	2.21 	2.30 	1.88 	3.25 	1.88 	2.74 	3.20 	2.67 	2.47 	2.98 	3.01 	2.46 	2.87 
A,P_HTHAB,ICCS0101,TR212	1.26 	1.77 	2.02 	4.61 	2.00 	2.00 	3.76 	2.00 	2.98 	1.49 	2.70 	1.94 	3.38 	2.21 
A,P_HTHAB,ICCS0101,TR213	0.90 	3.56 	1.80 	2.70 	2.94 	1.76 	3.82 	2.91 	1.73 	1.14 	2.53 	2.22 	1.93 	2.21 
A,P_HTHAB,ICCS0101,TR22	4.08 	2.87 	3.65 	2.80 	2.86 	2.54 	2.40 	2.18 	2.71 	2.86 	3.63 	3.00 	2.88 	3.20 
A,P_HTHAB,ICCS0101,TR221	4.20 	3.27 	4.12 	3.04 	2.95 	2.84 	2.58 	2.61 	3.03 	3.43 	3.90 	2.77 	3.34 	3.55 
A,P_HTHAB,ICCS0101,TR222	3.78 	1.90 	2.51 	2.24 	2.67 	1.82 	1.99 	1.17 	1.95 	1.54 	3.02 	3.51 	1.84 	2.40 
A,P_HTHAB,ICCS0101,TR3	3.75 	3.23 	2.89 	2.54 	2.58 	2.86 	2.69 	2.56 	2.70 	2.84 	2.16 	2.56 	2.67 	2.46 
A,P_HTHAB,ICCS0101,TR31	3.48 	3.42 	2.87 	2.36 	2.37 	2.45 	2.14 	2.50 	2.85 	2.82 	2.01 	2.78 	2.59 	2.50 
A,P_HTHAB,ICCS0101,TR310	3.48 	3.42 	2.87 	2.36 	2.37 	2.45 	2.14 	2.50 	2.85 	2.82 	2.01 	2.78 	2.59 	2.50 
A,P_HTHAB,ICCS0101,TR32	4.16 	3.40 	3.25 	3.03 	2.99 	2.78 	3.47 	2.71 	2.44 	3.00 	2.11 	1.97 	2.20 	2.34 
A,P_HTHAB,ICCS0101,TR321	4.33 	3.42 	3.27 	2.53 	3.80 	2.98 	4.11 	2.69 	2.66 	3.84 	2.04 	1.91 	2.61 	2.32 
A,P_HTHAB,ICCS0101,TR322	4.63 	3.92 	2.81 	3.22 	2.02 	2.95 	3.43 	2.25 	1.91 	2.88 	2.55 	2.04 	2.02 	2.69 
A,P_HTHAB,ICCS0101,TR323	3.39 	2.78 	3.74 	3.43 	3.10 	2.35 	2.77 	3.24 	2.75 	2.17 	1.70 	1.96 	1.93 	2.00 
A,P_HTHAB,ICCS0101,TR33	3.74 	2.81 	2.58 	2.33 	2.48 	3.51 	2.68 	2.50 	2.75 	2.73 	2.41 	2.84 	3.27 	2.52 
A,P_HTHAB,ICCS0101,TR331	3.49 	2.96 	2.93 	1.52 	2.39 	2.97 	2.65 	2.41 	3.04 	3.01 	2.69 	2.66 	3.12 	2.96 
A,P_HTHAB,ICCS0101,TR332	6.70 	3.15 	2.85 	2.15 	3.86 	3.69 	2.69 	3.11 	3.38 	2.24 	2.65 	3.86 	3.70 	2.44 
A,P_HTHAB,ICCS0101,TR333	1.71 	2.30 	1.57 	3.73 	0.89 	2.79 	2.45 	2.27 	1.57 	1.74 	1.57 	2.60 	2.07 	1.56 
A,P_HTHAB,ICCS0101,TR334	2.10 	2.39 	2.38 	3.55 	2.65 	6.43 	3.17 	2.00 	2.27 	4.18 	2.19 	1.90 	4.86 	2.44 
A,P_HTHAB,ICCS0101,TR4	3.32 	2.95 	2.42 	2.15 	2.14 	2.41 	2.10 	2.25 	2.47 	2.39 	2.04 	1.90 	2.25 	2.16 
A,P_HTHAB,ICCS0101,TR41	3.32 	2.99 	2.28 	2.14 	1.87 	2.58 	1.97 	2.20 	2.27 	2.22 	1.97 	1.81 	2.40 	2.16 
A,P_HTHAB,ICCS0101,TR411	3.40 	2.91 	2.39 	1.92 	1.81 	2.64 	2.08 	2.26 	2.50 	2.00 	1.87 	1.87 	2.68 	1.93 
A,P_HTHAB,ICCS0101,TR412	3.17 	3.64 	2.38 	2.75 	2.18 	2.79 	1.88 	2.34 	1.94 	2.84 	2.32 	1.95 	1.69 	2.93 
A,P_HTHAB,ICCS0101,TR413	2.94 	1.55 	0.49 	2.66 	1.47 	0.98 	0.96 	0.95 	0.47 	2.75 	1.80 	0.45 	1.37 	2.29 
A,P_HTHAB,ICCS0101,TR42	3.31 	2.90 	2.57 	2.16 	2.44 	2.22 	2.23 	2.30 	2.68 	2.58 	2.13 	1.99 	2.09 	2.16 
A,P_HTHAB,ICCS0101,TR421	3.34 	2.48 	2.50 	2.18 	2.50 	2.57 	2.09 	1.97 	2.25 	1.91 	1.70 	1.89 	1.84 	2.40 
A,P_HTHAB,ICCS0101,TR422	3.83 	3.52 	2.55 	2.18 	2.93 	1.77 	2.83 	3.00 	2.83 	3.99 	3.03 	2.47 	2.43 	1.63 
A,P_HTHAB,ICCS0101,TR423	4.64 	3.65 	2.69 	2.07 	2.05 	2.60 	2.56 	1.41 	4.99 	2.43 	2.65 	1.80 	3.31 	2.53 
A,P_HTHAB,ICCS0101,TR424	1.11 	2.23 	2.58 	1.84 	1.81 	1.42 	1.06 	2.11 	2.40 	3.00 	1.65 	1.28 	1.58 	2.54 
A,P_HTHAB,ICCS0101,TR425	1.65 	3.04 	2.96 	2.45 	1.45 	1.89 	1.82 	3.53 	2.15 	1.66 	1.59 	1.91 	1.48 	1.45 
A,P_HTHAB,ICCS0101,TR5	2.89 	2.39 	2.23 	1.90 	2.15 	2.36 	1.87 	1.97 	2.35 	2.40 	2.03 	1.54 	2.03 	2.06 
A,P_HTHAB,ICCS0101,TR51	3.04 	2.22 	2.06 	1.76 	2.09 	2.30 	1.82 	1.77 	2.11 	2.30 	1.84 	1.27 	1.56 	1.77 
A,P_HTHAB,ICCS0101,TR510	3.04 	2.22 	2.06 	1.76 	2.09 	2.30 	1.82 	1.77 	2.11 	2.30 	1.84 	1.27 	1.56 	1.77 
A,P_HTHAB,ICCS0101,TR52	2.56 	2.73 	2.56 	2.18 	2.29 	2.49 	1.99 	2.43 	2.91 	2.62 	2.47 	2.16 	3.10 	2.71 
A,P_HTHAB,ICCS0101,TR521	2.40 	2.54 	2.41 	2.18 	2.11 	2.29 	1.88 	2.37 	2.72 	2.68 	2.29 	1.99 	3.05 	2.71 
A,P_HTHAB,ICCS0101,TR522	3.98 	4.35 	3.88 	2.15 	3.85 	4.25 	2.94 	2.91 	4.54 	2.04 	4.05 	3.57 	3.55 	2.75 
A,P_HTHAB,ICCS0101,TR6	3.67 	3.29 	2.79 	3.12 	2.89 	2.72 	3.08 	2.96 	3.13 	3.18 	2.59 	2.36 	2.64 	2.69 
A,P_HTHAB,ICCS0101,TR61	3.66 	2.78 	2.74 	2.90 	3.36 	1.99 	2.65 	2.38 	2.63 	2.68 	1.96 	2.01 	2.17 	2.40 
A,P_HTHAB,ICCS0101,TR611	4.36 	2.64 	2.71 	2.93 	3.18 	2.01 	3.10 	2.61 	2.71 	2.53 	2.20 	2.02 	2.35 	2.59 
A,P_HTHAB,ICCS0101,TR612	1.19 	3.44 	3.09 	2.90 	2.92 	1.68 	0.96 	1.67 	2.13 	2.57 	1.38 	2.04 	1.35 	2.27 
A,P_HTHAB,ICCS0101,TR613	2.79 	2.83 	2.39 	2.70 	5.59 	2.36 	1.55 	1.56 	2.71 	4.21 	0.76 	1.85 	1.85 	0.75 
A,P_HTHAB,ICCS0101,TR62	4.14 	4.44 	3.43 	3.64 	3.28 	3.23 	3.68 	3.78 	4.15 	3.52 	2.64 	2.70 	3.04 	3.37 
A,P_HTHAB,ICCS0101,TR621	3.79 	4.54 	3.59 	3.26 	3.65 	4.05 	4.42 	4.43 	4.81 	4.22 	2.98 	2.84 	3.13 	3.98 
A,P_HTHAB,ICCS0101,TR622	4.57 	4.30 	3.23 	4.13 	2.82 	2.20 	2.76 	2.95 	3.32 	2.65 	2.23 	2.54 	2.93 	2.62 
A,P_HTHAB,ICCS0101,TR63	3.09 	2.30 	2.03 	2.66 	1.96 	2.73 	2.73 	2.47 	2.32 	3.23 	3.13 	2.28 	2.62 	2.13 
A,P_HTHAB,ICCS0101,TR631	2.81 	1.70 	2.07 	2.09 	2.17 	2.83 	3.53 	2.50 	2.54 	3.41 	3.05 	2.42 	2.27 	1.93 
A,P_HTHAB,ICCS0101,TR632	3.78 	3.50 	2.12 	3.16 	1.52 	2.63 	1.77 	2.11 	2.19 	2.79 	2.93 	1.57 	3.12 	1.97 
A,P_HTHAB,ICCS0101,TR633	2.43 	1.51 	1.70 	3.34 	2.27 	2.64 	2.40 	3.16 	1.95 	3.64 	3.79 	3.37 	2.60 	3.10 
A,P_HTHAB,ICCS0101,TR7	3.47 	3.16 	2.48 	2.83 	2.86 	1.92 	2.27 	2.37 	2.05 	2.41 	2.49 	2.34 	2.04 	2.69 
A,P_HTHAB,ICCS0101,TR71	3.98 	3.42 	2.53 	3.01 	2.81 	2.33 	2.25 	2.98 	1.72 	2.52 	3.01 	2.93 	2.36 	2.92 
A,P_HTHAB,ICCS0101,TR711	3.57 	3.22 	2.49 	5.06 	3.64 	1.46 	2.55 	4.43 	2.22 	3.60 	5.02 	5.23 	2.83 	2.51 
A,P_HTHAB,ICCS0101,TR712	2.19 	4.05 	2.12 	2.38 	3.17 	2.11 	1.04 	4.42 	1.29 	2.52 	2.98 	2.43 	2.88 	2.36 
A,P_HTHAB,ICCS0101,TR713	3.92 	3.84 	2.94 	1.78 	2.07 	2.06 	2.62 	1.16 	1.16 	1.71 	2.55 	3.56 	2.76 	3.87 
A,P_HTHAB,ICCS0101,TR714	3.21 	3.19 	3.87 	3.19 	3.18 	3.86 	2.10 	1.75 	2.09 	1.72 	2.74 	1.68 	0.99 	2.30 
A,P_HTHAB,ICCS0101,TR715	8.51 	2.24 	0.90 	3.15 	1.81 	2.26 	3.58 	3.14 	2.22 	3.48 	1.71 	1.65 	2.06 	3.70 
A,P_HTHAB,ICCS0101,TR72	3.14 	3.00 	2.45 	2.72 	2.90 	1.66 	2.28 	1.98 	2.27 	2.33 	2.15 	1.95 	1.82 	2.54 
A,P_HTHAB,ICCS0101,TR721	3.26 	3.38 	2.40 	3.32 	3.27 	1.65 	2.55 	2.27 	2.61 	2.50 	1.96 	2.01 	1.85 	2.67 
A,P_HTHAB,ICCS0101,TR722	3.13 	2.69 	2.53 	1.71 	2.55 	1.76 	1.92 	1.44 	1.29 	1.93 	2.25 	1.39 	1.57 	2.20 
A,P_HTHAB,ICCS0101,TR723	2.84 	2.48 	2.46 	2.52 	2.36 	1.54 	2.03 	1.85 	2.62 	2.38 	2.63 	2.59 	2.14 	2.62 
A,P_HTHAB,ICCS0101,TR8	3.31 	2.84 	2.73 	2.81 	2.57 	2.61 	2.02 	2.43 	2.75 	2.75 	2.08 	2.15 	2.49 	2.13 
A,P_HTHAB,ICCS0101,TR81	2.95 	2.45 	2.73 	2.42 	1.77 	2.45 	1.57 	1.77 	2.15 	1.26 	1.26 	1.91 	2.01 	1.35 
A,P_HTHAB,ICCS0101,TR811	3.41 	1.94 	2.42 	1.29 	1.31 	3.13 	1.66 	1.84 	2.18 	1.51 	1.17 	1.83 	2.85 	1.52 
A,P_HTHAB,ICCS0101,TR812	2.29 	1.85 	3.20 	2.64 	2.73 	0.00 	1.30 	1.73 	1.69 	1.24 	0.82 	2.02 	0.80 	0.41 
A,P_HTHAB,ICCS0101,TR813	2.20 	4.86 	3.18 	5.86 	2.14 	3.18 	1.59 	1.58 	2.62 	0.52 	2.07 	2.01 	1.01 	2.01 
A,P_HTHAB,ICCS0101,TR82	4.37 	3.26 	3.49 	3.36 	3.38 	3.22 	2.36 	2.38 	2.64 	2.74 	2.48 	2.56 	2.52 	2.55 
A,P_HTHAB,ICCS0101,TR821	4.99 	4.72 	3.89 	4.15 	3.61 	4.45 	3.26 	2.71 	2.95 	2.92 	3.22 	4.70 	2.90 	2.39 
A,P_HTHAB,ICCS0101,TR822	2.87 	1.14 	1.62 	2.23 	2.82 	2.71 	1.05 	2.18 	0.55 	1.09 	0.00 	0.00 	2.55 	3.12 
